Specimen_no,Field_no,Institution,Locality,Loc_known,Class,Subclass,Order,Suborder,Superfamily,Family,Subfamily,Genus,Species,Type_status,Original_ID,OTU,OTU2,Preservation,Taph_cat,Collected_by,Date_collected,Description,In_ex_situ,References
UALVP49069,,UALVP,IE044,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,P. Bell,2005-09-29,Dorsal vertebra,in situ,
TMP2006.012.0065,,TMP,IE046,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,D. Tanke,2006,Fibula,,
TMP2006.019.0002,,TMP,IE049,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2006,Tibia,,
TMP2007.012.0038,,TMP,IE052,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2007,Anterior caudal,,
TMP2007.020.0022,,TMP,IE055,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2007,Metatarsal,in situ,
TMP2008.012.0005,,TMP,IE061,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2008,Metatarsal,,
UALVP50646,PB.2008.003,UALVP,IE063,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,Dromaeosauridae,Ornithomimidae indet,Small theropods,IE,TERR,P. Bell,2008-06-13,Ilium,in situ,
UALVP48695,,TMP,IE065,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,H. Larsson,2010,Metatarsal III,ex situ,
TMP2011.012.0290,,TMP,IE067,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2011,Proximal caudal,in situ,
UALVP55139,DPP.2013.109,UALVP,IE071,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,M. Burns; G. Bradley,2013-05-28,Left ilium,,
UALVP55148,DPP.2013.137,UALVP,IE072,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,S. Moller,2013-05-30,Ischium,,
TMP2014.012.0139,,TMP,IE073,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2014,Metatarsal III,in situ,
UALVP55733,DPP.2014.046,UALVP,IE074,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,S. Persons,,Right metatarsal IV,,
UALVP55723,DPP.2014.110,UALVP,IE075,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,G. Funston,2014-05-27,Tibia,,
UALVP55724,DPP.2014.158,UALVP,IE077,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,A. van der Reest,2014-05-30,Metatarsal III,,
UALVP55634,DPP.2014.413,UALVP,IE079,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,A. Lindoe,2014-06-11,Tibia,,
UALVP55635,DPP.2014.371,UALVP,IE080,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,A. Lindoe,2014-06-14,Femur,,
TMP2016.012.0080,,TMP,IE082,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2016,Dorsal vertebra,,
TMP2017.012.0045,,TMP,IE085,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2017,Metatarsal,in situ,
TMP2017.012.0062,,TMP,IE086,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2017,Complete vertebra,,
TMP2017.012.0137,,TMP,IE090,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2017,Metatarsal III,in situ,
TMP2018.012.0063,,TMP,IE094,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2018,Metatarsal,in situ,
TMP2018.012.0100,,TMP,IE095,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2018,Humerus,in situ,
TMP2018.012.0102,,TMP,IE096,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2018,Metatarsal,,
TMP2019.012.0117,,TMP,IE100,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2019,Fibula,,
UALVP60208,DPP.2019.242,UALVP,IE102,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,M. Powers,2019-07-07,Left metatarsal IV,in situ,
UALVP60984,DPP.2021.056,UALVP,IE103,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,P.J. Currie,2021-06-07,Left metatarsal II,,
UALVP61664,DPP.2021.059,UALVP,IE104,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,R. Sissons,2021-07-05,Right metatarsal IV,,
UALVP61486,DPP.2021.216,UALVP,IE105,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,Caenagnathidae,Ornithomimidae indet,Small theropods,IE,TERR,T. Wyenberg-Henzler,2021,Metatarsal III,in situ,
TMP1985.036.0303,,TMP,Q001,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,1985,Metatarsal,,
TMP1967.008.0067,,TMP,Q072,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,1967,cf Ornithomimus tibia,,
TMP1993.066.0025,,TMP,Q119,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,1993,Tibia,,
TMP1981.037.0016,,TMP,Q163,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,1981,Metatarsal,in situ,
TMP1993.036.0011,,TMP,Q210,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,1993,Metatarsal,in situ,
TMP2006.012.0017,,TMP,Q240,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2006,Distal caudal,in situ,
TMP2005.049.0189,,TMP,Q247,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,2005,Femur,,
TMP1990.056.0007,,TMP,V020,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,1990,Ilium,in situ,
TMP1990.056.0008,,TMP,V020,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,IE,TERR,,1990,Fibula,in situ,
TMP1981.022.0025,,TMP,BB046,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,,1981,Pelvic girdle,in situ,Makovicky 1995
TMP1980.028.0001,,TMP,Q154,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,G. L. P. Danis,1980,"Skeleton, partial",in situ,
TMP1987.054.0001,,TMP,Q188,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,K. Kucher; C. Coy,1987,Partial skeleton; mostly pelvic girdle,in situ,D.A. Russell 1970
TMP1987.053.0001,,TMP,Q190,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,D. Fisk,1987,Limb elements,in situ,
TMP1991.036.0130,,TMP,Q199,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,P.J. Currie,1991,Skeleton,in situ,
TMP1992.098.0001,,TMP,Q209,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,K. Wallis,1992,Partial skeleton,in situ,
TMP2005.046.0002,U235,TMP,Q244,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,P. Bell,2005,Partial skeleton,in situ,See U235
UALVP52531,,UALVP,Q254,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,UALVP,2009,Legs; hips; tail,,
TMP2023.012.0157,,TMP,Q287,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,L. Liboiron,,Articulated skeleton hosted in heterolithic strata with leaf layer,in situ,
UALVP59217,DPP.2015.250,UALVP,Q292,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,J. Liu; G. Funston,2015,Sacrum,in situ,
TMP2016.018.0001,SSO.2016,TMP,Q294,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,,2016,Skeleton – incomplete,in situ,
TMP1981.016.0336,,TMP,U030,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,D. Fisk,1981-82,Phalanges; fibula,in situ,
TMP1982.016.0028,,TMP,U032,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,G. L. P. Danis,1982,Scattered phalanges and metatarsals. Collected in 1982 in BB066; same as U35,ex situ,
TMP1990.036.0180,,TMP,U083,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,,1991,Articulated metatarsals; phalanges,in situ,
TMP1996.012.0140,,TMP,U108,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,P.J. Currie,1996,3 metatarsals collected; more in ground,in situ,
UAD 223,TMP U223,TMP,U223,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,,,Distal femur; third metatarsal; phalanx; other fragments,,
UAD 233,TMP U233,TMP,U233,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,,,North side of South Sandhill Pocket,,
UALVP53527,PB.2008.007,UALVP,V081,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,P. Bell,2008-06-16,Articulated tibia and fibula,,
TMP2009.012.0040,,TMP,V085,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,,2009,Quadrate; phalanx; metatarsal,,
TMP2013.012.0007,,TMP,V094,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,,2013,Articulated ischia,,
UALVP55136,DPP.2013.131,UALVP,V095,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,C. Coy; M. Burns,2013-05-30,Articulated right foot,in situ,
UALVP52531,,UALVP,Locality data at UA,N,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,,2009,Partial skeleton; 3.5 m above Oldman-DPF contact,,van der Reest et al. 2016
TMP2000.012.0008,DPP.PJC.2000.4,TMP,Iddesleigh,N,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,Leptorhynchos elegans,Ornithomimidae indet,Small theropods,SK,TERR,P. J. Currie,2000,Partial foot; juvenile,,Funston et al. 2016A
TMP1981.016.0264,,TMP,50ft above BB060,N,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,,,,,Ornithomimidae indet,Small theropods,SK,TERR,,1981,Incomplete tail cf Struthiomimus,in situ,
